year,state_name,county_name,Value
2018,ILLINOIS,CHRISTIAN,1061.1183222879556
2017,ILLINOIS,CHRISTIAN,1054.6663652366524
2016,ILLINOIS,CHRISTIAN,1060.6102941736794
2015,ILLINOIS,CHRISTIAN,980.3672535238101
2014,ILLINOIS,CHRISTIAN,1153.4016292461624
2013,ILLINOIS,CHRISTIAN,1060.711899796535
2021,ILLINOIS,GREENE,523.8277886298227
2020,ILLINOIS,GREENE,530.4321541154088
2019,ILLINOIS,GREENE,495.7846367217962
2018,ILLINOIS,GREENE,568.5088612803833
2017,ILLINOIS,GREENE,554.7667007892217
2016,ILLINOIS,GREENE,544.0727089837152
2015,ILLINOIS,GREENE,441.1208116257154
2014,ILLINOIS,GREENE,584.6387539086413
2013,ILLINOIS,GREENE,467.8684918423386
2020,ILLINOIS,JERSEY,277.7897728860315
2019,ILLINOIS,JERSEY,260.9994437092149
2017,ILLINOIS,JERSEY,270.9567947490214
2016,ILLINOIS,JERSEY,289.0171942115276
2015,ILLINOIS,JERSEY,258.45930313783566
2014,ILLINOIS,JERSEY,336.69563273631564
2013,ILLINOIS,JERSEY,302.40373502269614
2021,ILLINOIS,MACOUPIN,875.1038282458552
2020,ILLINOIS,MACOUPIN,869.1090964974002
2019,ILLINOIS,MACOUPIN,820.6432143954846
2018,ILLINOIS,MACOUPIN,932.3839981304566
2017,ILLINOIS,MACOUPIN,869.1090964974002
2016,ILLINOIS,MACOUPIN,922.9600766106397
2015,ILLINOIS,MACOUPIN,719.8250351174435
2014,ILLINOIS,MACOUPIN,990.527815809327
2013,ILLINOIS,MACOUPIN,803.8274838129543
2021,ILLINOIS,MADISON,549.4832084007529
2020,ILLINOIS,MADISON,492.58405960185837
2019,ILLINOIS,MADISON,491.6442075904481
2018,ILLINOIS,MADISON,509.501395807244
2017,ILLINOIS,MADISON,468.0717030880489
2016,ILLINOIS,MADISON,473.9140264022211
2015,ILLINOIS,MADISON,483.43955354489316
2014,ILLINOIS,MADISON,542.7772372923117
2013,ILLINOIS,MADISON,425.524348517447
2021,ILLINOIS,MONTGOMERY,830.0925373210154
2020,ILLINOIS,MONTGOMERY,773.0409800878381
2019,ILLINOIS,MONTGOMERY,718.4787606146125
2018,ILLINOIS,MONTGOMERY,879.0918489429206
2017,ILLINOIS,MONTGOMERY,781.8298664648103
2016,ILLINOIS,MONTGOMERY,835.2490226809152
2015,ILLINOIS,MONTGOMERY,698.6656641578545
2014,ILLINOIS,MONTGOMERY,882.6226443371377
2013,ILLINOIS,MONTGOMERY,773.4474025792588
2020,ILLINOIS,MORGAN,679.2335887868036
2019,ILLINOIS,MORGAN,683.3994193238655
2018,ILLINOIS,MORGAN,752.872263951087
2017,ILLINOIS,MORGAN,655.3308660101251
2016,ILLINOIS,MORGAN,767.300262396521
2015,ILLINOIS,MORGAN,658.7854571872008
2014,ILLINOIS,MORGAN,815.1057079498779
2013,ILLINOIS,MORGAN,681.8245321696103
2020,ILLINOIS,PIKE,730.747639574374
2018,ILLINOIS,PIKE,687.971672352348
2017,ILLINOIS,PIKE,725.4133443744778
2016,ILLINOIS,PIKE,809.5428000985574
2015,ILLINOIS,PIKE,582.0732119315483
2014,ILLINOIS,PIKE,850.7438801663284
2013,ILLINOIS,PIKE,659.0394712443386
2021,ILLINOIS,SANGAMON,1046.2076971339593
2020,ILLINOIS,SANGAMON,1133.5123285722632
2019,ILLINOIS,SANGAMON,1157.8468752460763
2018,ILLINOIS,SANGAMON,1135.747652275077
2017,ILLINOIS,SANGAMON,1176.9995351542755
2016,ILLINOIS,SANGAMON,1294.6334450148472
2015,ILLINOIS,SANGAMON,1062.896420687921
2014,ILLINOIS,SANGAMON,1298.9770853919056
2013,ILLINOIS,SANGAMON,1183.299083771296
2021,ILLINOIS,SCOTT,237.07131952682263
2020,ILLINOIS,SCOTT,256.24938084073574
2017,ILLINOIS,SCOTT,244.86955108095682
2016,ILLINOIS,SCOTT,270.0677455490387
2015,ILLINOIS,SCOTT,193.71111997337934
2014,ILLINOIS,SCOTT,290.566679960069
2013,ILLINOIS,SCOTT,210.62845617876494
2019,ILLINOIS,OTHER (COMBINED) COUNTIES,1317.977336865822
2018,ILLINOIS,OTHER (COMBINED) COUNTIES,919.505485433564
2016,ILLINOIS,OTHER (COMBINED) COUNTIES,1606.7151156144982
2013,ILLINOIS,OTHER (COMBINED) COUNTIES,611.8690608338266
2021,ILLINOIS,CLARK,466.49681593379375
2020,ILLINOIS,CLARK,475.51431496219
